作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
lxOA0mOq4GJ,Jeklz8bM,2025/3/22 18:34,2025/3/22 18:55,1239,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,36.61.54.63,118.506876,31.668775,安徽省,合肥市,MOBILE,iOS,Apple WebKit,390px*844px,"M1,M3,S1,C3,I4,test2,S2,U4,U2,I5,I1,U1,M5,I2,M2,U5,C5,M4,S3,S4,C1,C2,I3,C4,U3,S5,test1",2,6,1,5,1,4,1,4,1,5,1,3,1,5,1,5,1,5,1,6,1,5,1,2,1,4,1,4,1,5,1,4,1,4,出现了男声,1,2,1,2,1,1,1,1,1,2,1,4,1,3,1,5,1,2,1,7,1,4,5,5,4,6,1,5,5,3,3,1,6,6,3,1,5,6,5,3,3,3,6,4,6,4,2,5,5,5,4,3,5,5,5,4,2,2,6,5,4,2,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里1~2天会听音乐,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),安徽马鞍山,安徽马鞍山,1,1
mn9Nlq8dxJd,2MdQo6z7,2025/3/22 18:34,2025/3/22 18:54,1230,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,42.84.224.240,124.396851,40.138368,辽宁省,大连市,MOBILE,Android,Chrome,393px*873px,"S4,M2,U1,C3,test2,S3,U3,I5,M3,I4,C2,U5,C4,test1,I2,U4,S1,C5,U2,C1,M1,M5,I1,S5,S2,M4,I3",1,5,1,6,1,6,1,3,1,6,1,5,1,5,1,5,1,5,1,6,1,7,1,3,1,7,1,5,1,5,1,6,1,6,出现了男声,1,1,1,3,1,2,1,3,1,3,1,6,1,7,1,5,1,5,1,6,1,3,6,5,6,3,1,2,5,2,5,5,1,4,2,4,2,2,4,2,4,6,2,6,5,6,5,3,6,5,5,6,1,2,5,6,5,5,5,6,6,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),丹东市,丹东市,-1,-1
NRQP63rmJoR,aMg2om8e,2025/3/22 18:31,2025/3/22 18:54,1366,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.97.66.180,110.32135,21.258806,广东省,湛江市,MOBILE,Android,Chrome,412px*915px,"test2,U2,M2,test1,M1,I1,C3,U1,M5,C1,U5,S5,M4,I3,S4,I2,C5,I4,C2,S2,U3,S3,S1,U4,I5,C4,M3",1,4,1,3,1,2,1,1,1,3,1,4,1,4,1,7,1,5,1,7,1,6,1,5,1,6,1,5,1,5,1,5,1,3,出现了男声,1,2,1,2,1,3,1,3,1,2,1,5,1,6,1,5,2,2,1,3,1,2,5,5,5,2,1,2,4,2,6,5,2,2,2,4,2,1,5,1,5,4,3,6,4,4,4,2,5,6,5,6,2,1,4,5,5,4,4,6,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),广东湛江,广东湛江,-1,1
Q481XNdzpQv,nePZQlN7,2025/3/22 18:31,2025/3/22 18:54,1342,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.77.151.192,120.408146,36.18018,山东省,青岛市,MOBILE,Android,Chrome,360px*780px,"U4,I5,S3,M1,I3,U3,C3,M5,U5,I2,S2,U2,M4,C1,C5,U1,C4,S1,M3,test1,I4,C2,M2,I1,S4,S5,test2",1,3,1,3,1,3,1,3,1,5,1,4,1,4,1,5,1,5,1,3,1,4,1,3,1,4,1,4,1,5,1,5,1,3,出现了男声,1,3,1,3,1,3,1,4,1,5,1,5,1,5,1,4,6,4,1,6,1,4,5,5,5,6,1,2,5,3,5,4,2,4,4,4,3,3,4,3,5,4,3,5,5,5,5,2,4,2,3,4,2,4,5,4,4,4,5,2,5,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),上海,上海,0,-1
mn9NljW9Elg,J7B1J21M,2025/3/22 18:33,2025/3/22 18:53,1182,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,116.210.74.208,108.920094,30.285997,湖北省,恩施土家族苗族自治州,MOBILE,Android,Chrome,360px*770px,"S5,I1,test1,test2,U3,I5,M4,I2,C5,I3,C3,M2,S1,M3,U5,M1,C2,U1,M5,S2,I4,S4,S3,U2,C4,U4,C1",1,7,1,7,1,7,1,7,1,6,1,7,1,7,1,7,1,6,1,7,1,7,1,7,1,7,1,7,1,7,1,5,1,6,出现了男声,1,5,1,6,1,5,1,6,1,6,1,5,1,6,1,5,1,6,1,7,1,2,5,5,5,3,1,1,5,2,1,3,5,5,2,1,2,1,5,2,4,3,2,6,5,1,5,2,6,5,5,5,3,1,5,5,4,6,6,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),湖北省恩施土家族苗族自治州利川市,湖北省恩施土家族苗族自治州利川市,-1,0
mn9NlPrr9lg,z7Am4bA7,2025/3/22 18:33,2025/3/22 18:53,1216,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,120.230.190.14,113.033247,22.45258,广东省,江门市,MOBILE,Android,Chrome,424px*880px,"I2,C2,I1,U2,S1,test1,C4,M2,S5,M5,test2,S3,U1,M4,M1,M3,C1,U3,I5,I4,S4,U5,C3,S2,U4,C5,I3",1,5,1,2,1,5,1,5,1,6,1,6,1,6,1,6,1,7,1,6,1,6,1,4,1,7,1,4,1,7,1,5,1,5,出现了男声,1,3,1,5,1,2,1,3,1,6,1,6,1,7,1,4,1,3,1,6,1,2,5,5,4,2,1,1,6,2,3,4,4,5,2,2,4,2,5,2,3,5,2,6,5,2,4,2,5,5,5,6,4,3,5,5,5,5,5,5,3,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,工厂技术人员/工厂主管,江门,江门,-1,0
WPWQ83VBvWJ,kM1jGnQ7,2025/3/22 18:33,2025/3/22 18:53,1168,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,1.188.154.128,126.487929,46.828829,黑龙江省,绥化市,MOBILE,Android,Chrome,360px*792px,"S3,S4,C3,S5,I4,I2,U5,C5,I3,M5,M1,I5,C4,M4,test1,U1,I1,U2,test2,S1,C1,C2,U4,M2,M3,S2,U3",1,6,1,3,1,5,1,5,1,5,1,5,1,4,1,7,1,7,1,5,1,6,1,3,1,6,2,5,1,6,1,5,1,5,出现了男声,1,2,1,4,1,3,1,6,1,5,1,4,1,4,1,4,1,3,1,4,1,3,5,5,6,2,1,4,5,2,5,4,5,6,2,5,4,3,6,2,6,4,5,5,6,5,5,4,5,5,5,5,4,1,6,5,5,3,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,商业/服务业从业人员,上海,上海,0,-1
NRQP6W1Aa3W,ve8oBXLp,2025/3/22 18:33,2025/3/22 18:53,1159,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.97.57.163,121.34235,37.567568,山东省,烟台市,MOBILE,Android,Chrome,407px*904px,"S3,I2,I4,M3,C5,M5,C2,I1,M2,I5,S4,U4,I3,test2,test1,U5,C4,S5,C1,C3,S2,U1,S1,M4,U3,U2,M1",1,5,1,5,1,7,1,5,1,5,1,5,1,6,1,6,1,5,1,5,1,6,1,5,1,5,1,5,1,5,1,5,1,5,出现了男声,1,6,1,7,1,6,1,7,1,7,1,6,1,6,1,7,1,6,1,7,1,1,6,6,5,2,1,1,6,1,4,4,1,4,1,4,2,1,6,2,5,5,2,6,5,4,5,1,5,5,5,5,1,2,5,4,5,5,6,6,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,工厂技术人员/工厂主管,烟台市,烟台市,0,-1
XOAyq59Rnnr,oe4DmNWe,2025/3/22 18:31,2025/3/22 18:53,1281,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,220.197.208.40,106.664196,26.432432,贵州省,贵阳市,MOBILE,Android,Chrome,360px*800px,"U4,test2,S5,U5,S3,M1,M3,S4,C4,M2,M4,C3,U2,U3,C1,I4,I3,M5,U1,I1,test1,S1,C5,S2,I2,I5,C2",1,4,1,5,2,5,1,1,1,5,1,4,1,6,1,6,1,3,1,4,1,5,1,3,1,3,1,3,1,5,1,5,1,6,出现了男声,1,2,1,4,1,1,1,2,1,6,1,5,1,5,1,7,1,4,1,6,1,1,6,6,6,1,1,1,6,1,5,6,1,4,1,6,2,1,5,2,5,5,1,6,5,5,5,2,6,5,6,6,1,1,5,6,5,5,6,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),贵州省六盘水市,贵州省贵阳市,0,-1
Q481XPV8jNW,WLGqQoaM,2025/3/22 18:34,2025/3/22 18:52,1095,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.97.47.104,113.97306,22.594595,广东省,深圳市,MOBILE,Android,Chrome,412px*915px,"M2,C3,S3,C2,I2,M3,S5,M1,C1,test1,U5,I1,U1,I4,S2,C4,U2,U4,test2,S4,M4,S1,I5,C5,U3,I3,M5",1,7,1,5,1,4,1,5,1,7,1,3,1,6,1,6,1,4,1,6,1,6,1,4,1,6,1,3,1,5,1,5,1,5,出现了男声,1,2,1,4,1,3,1,3,1,3,1,4,2,3,1,5,1,2,1,5,1,2,5,5,6,6,1,4,5,2,3,1,5,5,3,3,5,5,5,4,4,2,4,6,4,3,2,2,5,5,4,3,4,2,4,4,2,3,5,4,3,2,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,商业/服务业从业人员,深圳,深圳,1,0
lxOA0D0kx49,5LwqY0VM,2025/3/22 18:34,2025/3/22 18:52,1089,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.36.252.54,116.805128,36.511201,山东省,济南市,MOBILE,Android,Chrome,412px*915px,"M1,I4,I5,U1,S3,I2,U2,U3,M3,I3,test2,I1,S5,C5,M4,C3,S2,C4,S4,C2,S1,test1,U5,C1,U4,M2,M5",1,3,1,3,1,6,1,3,1,5,1,5,1,5,1,6,1,7,1,6,1,6,1,4,1,7,1,5,1,6,1,5,1,5,出现了男声,1,1,1,3,1,3,1,4,1,2,1,6,1,6,1,5,1,3,1,7,1,3,5,5,4,4,1,2,5,3,1,2,3,4,3,1,6,3,5,2,2,2,3,6,5,2,3,3,5,4,3,4,3,3,5,3,2,3,6,4,3,2,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),山东省济南市,山东省济南市,0,0
nN9ZG5ooWdR,me3zwxEL,2025/3/22 18:32,2025/3/22 18:52,1217,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,117.136.7.31,123.205002,47.337699,黑龙江省,齐齐哈尔市,COMPUTER,Windows,Chrome,720px*360px,"U4,M2,S4,I2,test2,C2,I5,U1,M4,S2,test1,U3,I1,C5,S1,S5,U5,I4,U2,C4,I3,M3,M5,C1,C3,M1,S3",1,5,1,3,1,4,1,5,1,4,1,5,1,6,1,4,1,6,1,6,1,6,1,4,1,6,1,5,1,5,1,4,1,4,出现了男声,1,4,1,4,1,4,1,4,1,3,1,6,1,5,1,4,1,4,1,5,1,1,6,5,6,1,1,1,5,1,5,5,1,5,1,5,2,1,5,1,6,5,2,6,6,5,4,2,6,6,5,6,1,1,5,6,6,5,6,1,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),黑龙江齐齐哈尔,哈尔滨市,1,0
NRQP6qdyyRJ,JekEW2N7,2025/3/22 18:32,2025/3/22 18:52,1193,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,180.142.208.58,109.96319,21.963964,广西壮族自治区,玉林市,MOBILE,Android,Chrome,360px*804px,"M3,U5,U2,test2,C3,C5,test1,I1,S2,C4,S5,S1,C1,U1,M4,U3,U4,I2,M1,I4,C2,M5,S3,I3,I5,M2,S4",1,6,1,3,1,4,1,3,1,6,1,5,1,4,1,4,1,4,1,7,1,7,1,2,1,6,1,4,1,6,1,3,2,5,出现了男声,1,1,1,3,1,3,1,5,1,6,1,5,1,6,1,6,1,4,2,6,1,3,5,2,6,4,1,1,5,2,4,5,4,3,3,5,3,4,4,1,5,4,3,5,3,4,5,4,5,5,5,4,6,1,2,4,5,2,4,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),广西南宁,广东广州,-1,0
lxOA05dvJO2,9LQkkwBM,2025/3/22 18:33,2025/3/22 18:52,1143,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,58.101.83.27,120.2089754,30.3601358,浙江省,杭州市,MOBILE,iOS,Apple WebKit,390px*844px,"U1,M1,U2,test2,I4,M4,U4,C4,C3,I1,C1,M3,S2,C2,test1,S4,M2,U3,C5,S3,S5,M5,S1,I2,U5,I3,I5",1,5,1,1,1,2,1,4,1,6,1,7,1,5,1,7,1,2,1,5,1,6,1,3,1,5,1,7,1,3,1,4,1,6,出现了男声,1,1,1,2,1,2,1,2,1,3,1,6,1,6,1,3,1,5,1,3,1,2,4,4,5,5,1,1,4,3,2,2,5,5,2,1,4,4,4,2,3,2,3,5,4,1,3,2,4,5,3,3,2,1,4,6,3,3,4,6,3,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),深圳,杭州,0,-1
Q481XJkPVl4,5M2x4jlL,2025/3/22 18:31,2025/3/22 18:52,1223,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,111.183.60.40,112.238165,32.081081,湖北省,武汉市,MOBILE,Android,Chrome,360px*780px,"U1,C1,test1,I2,U5,M4,S1,S5,C2,M1,I4,M3,I5,I1,M2,test2,U4,S3,C4,S4,M5,U3,C5,S2,U2,I3,C3",1,5,1,4,1,6,1,2,1,4,1,4,1,4,1,5,1,6,1,5,1,5,1,1,1,6,1,4,1,5,1,2,1,5,出现了男声,1,3,1,5,1,3,1,4,1,5,1,6,1,5,1,6,1,4,1,4,1,2,6,5,5,2,1,3,6,3,4,4,3,5,4,3,2,2,6,1,5,4,1,6,6,3,4,1,6,6,5,5,4,1,5,4,3,3,6,6,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),襄阳,武汉,1,0
WPWQ85lmrJ0,J7Ba1j6M,2025/3/22 18:33,2025/3/22 18:52,1145,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,58.209.124.83,120.9707087,31.4537911,江苏省,苏州市,MOBILE,iOS,Apple WebKit,375px*667px,"I2,M4,I5,I3,U1,M2,S1,C5,M5,C2,C4,S4,M3,C1,C3,S2,S3,S5,U3,test1,M1,U2,test2,U5,I1,I4,U4",1,5,1,7,1,5,1,6,1,7,1,6,1,6,1,6,1,3,1,6,1,6,1,2,1,7,1,3,1,7,1,7,2,2,出现了男声,1,3,1,3,1,1,1,2,1,5,1,3,1,3,1,2,1,2,1,6,1,1,6,6,5,1,1,1,5,2,6,5,2,5,1,5,2,2,5,2,6,6,1,6,5,6,5,2,5,5,6,5,2,1,5,5,6,6,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),苏州市吴中区,苏州市吴中区,0,0
nN9ZG6VwaGn,9LQ6Y8ve,2025/3/22 18:34,2025/3/22 18:52,1086,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.12.214.95,112.581865,37.801802,山西省,太原市,MOBILE,Android,Chrome,360px*803px,"S1,S3,U1,M5,M1,test1,C2,I3,C1,U3,S5,C4,U5,U2,I2,I5,test2,C5,M3,U4,M4,S2,I4,C3,I1,S4,M2",1,5,1,4,1,4,1,5,1,2,1,5,1,5,1,6,1,6,1,6,1,6,1,3,1,7,1,4,1,6,1,5,1,5,出现了男声,1,1,1,4,1,3,1,3,1,3,1,5,1,6,1,5,2,3,1,4,1,2,5,5,4,3,1,2,6,3,4,4,3,5,2,4,4,2,6,1,4,4,3,6,5,4,5,3,6,5,4,5,3,2,5,5,4,4,5,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,商业/服务业从业人员,保定市,太原市,-1,0
lxOA0O26oY5,5LwEGZnM,2025/3/22 18:34,2025/3/22 18:51,1054,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,122.232.62.94,120.075596,29.306266,浙江省,金华市,MOBILE,iOS,Apple WebKit,402px*874px,"M4,C3,I4,S2,S3,I5,I1,U2,U5,M3,I2,U4,S1,test1,M1,C1,C4,C2,M2,S4,U3,test2,C5,U1,S5,M5,I3",1,5,1,5,1,5,1,3,1,6,1,6,1,5,1,5,1,2,1,6,1,7,1,4,1,5,1,6,1,6,1,4,1,2,出现了男声,1,1,2,2,1,3,1,2,1,2,1,5,1,5,1,2,1,3,1,3,1,2,5,4,5,5,1,2,6,2,2,2,2,5,3,2,5,2,4,2,4,3,2,5,4,3,3,3,5,5,4,3,2,2,4,5,2,4,5,5,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),金华市,金华市,0,-1
XOAyqAbKpXO,BMDg6aqe,2025/3/22 18:32,2025/3/22 18:51,1135,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,49.65.81.198,118.750464,32.0566401,江苏省,南京市,MOBILE,iOS,Apple WebKit,414px*736px,"I3,I1,I4,S2,test1,C4,C5,M5,U2,C3,U5,test2,C2,M1,U3,S1,I5,M3,M2,U1,M4,I2,U4,S4,S3,C1,S5",1,2,1,1,1,3,1,6,1,3,1,7,1,7,1,6,1,7,1,6,1,7,1,3,1,5,1,5,1,6,1,6,1,6,出现了男声,1,5,1,5,1,2,1,5,1,5,1,5,1,5,1,7,1,2,2,2,1,1,6,5,5,2,1,1,5,1,4,6,1,6,1,4,2,1,5,1,5,5,2,6,5,4,5,2,6,5,6,5,2,1,6,6,5,5,5,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),安徽省阜阳市界首市,江苏省南京市,0,-1
gnE9rG602PQ,QL0zDYDM,2025/3/22 18:32,2025/3/22 18:51,1149,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,111.31.20.21,115.939842,38.927054,河北省,保定市,MOBILE,Android,Chrome,412px*915px,"M3,S5,C1,U3,C5,U4,I5,C2,S1,M1,M4,I1,M2,I3,U5,U2,C3,I4,S2,U1,I2,test1,S4,test2,S3,C4,M5",1,5,1,4,1,5,1,4,1,4,1,4,1,6,1,4,1,5,1,5,1,5,1,3,1,5,1,4,1,4,1,4,1,3,出现了男声,1,2,1,2,1,2,1,3,1,3,1,4,1,5,1,3,1,4,1,4,1,2,6,5,4,2,1,2,5,2,4,5,2,4,2,4,3,2,5,3,5,4,2,4,5,2,4,2,5,5,4,5,2,2,5,5,4,4,5,4,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),浙江杭州,浙江杭州,-1,0
XOAyk2xvylO,27ayWw7A,2025/3/22 18:34,2025/3/22 18:51,1031,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,59.42.235.222,113.248124,23.406805,广东省,广州市,MOBILE,Android,Chrome,393px*851px,"M2,C4,I1,C2,C5,U4,test2,S4,I4,S3,S1,C1,I3,U2,U3,S2,M1,U1,C3,U5,test1,I5,M5,S5,I2,M3,M4",1,3,1,5,1,5,1,2,1,3,1,6,1,3,1,3,1,7,1,5,1,6,1,3,1,3,1,5,1,2,1,5,1,3,出现了男声,1,1,1,2,1,2,1,5,1,6,1,4,1,5,1,5,1,4,1,2,1,2,5,4,5,2,1,2,4,2,5,4,1,3,2,3,2,1,5,2,5,4,3,6,5,5,3,2,5,4,5,4,1,2,5,6,4,4,4,4,4,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),赣州,南昌,-1,-1
nN9ZgV900nm,nePGrayL,2025/3/22 18:32,2025/3/22 18:51,1132,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,171.10.153.138,113.257706,33.726805,河南省,郑州市,MOBILE,Android,Chrome,412px*869px,"M3,U5,S3,C2,U4,S2,U1,C3,test2,I3,S1,test1,I1,U3,I2,C4,S4,C1,M4,C5,M2,U2,M1,M5,S5,I4,I5",1,5,1,4,2,3,1,3,1,3,1,5,1,2,1,5,1,6,1,5,1,4,1,1,1,5,1,2,1,4,1,3,1,5,出现了男声,1,2,1,2,1,4,1,2,1,2,1,5,1,5,1,5,1,4,1,3,1,2,6,4,4,5,1,3,6,1,4,3,1,4,1,4,3,2,5,1,4,4,1,4,4,3,4,4,5,5,6,4,2,2,4,5,3,5,4,6,6,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),山东日照东港区,广东省深圳市,0,1
NRQPOvwg8ZR,5LmZqXpe,2025/3/22 18:32,2025/3/22 18:51,1106,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.98.27,111.915157,37.018887,山西省,长治市,MOBILE,Android,Chrome,360px*800px,"I3,C2,I5,M1,U2,S5,M2,C4,M4,test1,S4,test2,S1,I4,I1,M5,C1,U5,S3,I2,C5,U1,M3,U3,S2,C3,U4",1,5,1,3,1,5,1,4,1,6,1,5,1,6,1,5,1,5,1,7,1,7,1,4,1,6,1,5,1,5,1,5,1,5,出现了男声,1,2,1,3,1,2,1,4,1,4,1,5,1,4,1,6,1,5,1,3,1,2,5,5,5,3,1,1,4,3,5,4,4,4,2,4,2,2,5,3,5,4,2,6,5,4,4,3,5,4,6,5,3,2,5,5,5,4,6,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),山西,山西,1,0
mn9Nqd5Dn1K,qM65J2Be,2025/3/22 18:33,2025/3/22 18:51,1028,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.104.194.82,120.680687,36.414414,山东省,青岛市,MOBILE,Android,Chrome,393px*873px,"S3,C4,U3,M2,U1,M1,S5,C5,I4,M3,U2,S2,S1,M4,test2,I1,I3,M5,C1,C3,I5,test1,C2,U5,I2,S4,U4",1,5,1,2,1,5,1,4,1,5,1,6,1,4,1,7,1,3,1,6,1,6,1,6,1,6,1,6,1,6,1,5,1,6,出现了男声,1,4,1,5,1,4,1,5,1,4,1,7,1,7,1,5,1,4,1,7,1,6,4,5,5,4,1,5,5,3,2,2,5,5,3,2,5,6,5,6,3,2,6,6,6,1,1,6,5,6,4,5,6,5,5,5,2,2,5,4,4,1,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,初高中学生/大学生/研究生/博士,山东青岛,山东青岛,0,0
